Tanggal,Actual,Predicted
2015-04-12,3.0,4.008530159481355
2015-04-13,4.0,3.864024736552979
2015-04-14,4.0,4.0167706419599
2015-04-15,6.0,3.883808382187926
2015-04-16,3.0,4.755428645599926
2015-04-17,3.0,3.671718988254707
2015-04-18,5.0,3.234565775887193
2015-04-19,4.0,4.178094934753449
2015-04-20,3.0,4.203042691584374
2015-04-21,3.0,4.069074514134982
2015-04-22,3.0,3.647577087331001
2015-04-23,3.0,3.245914626401782
2015-04-24,5.0,3.4826342611787946
2015-04-25,5.0,3.8062991771960344
2015-04-26,4.0,4.297619080278026
2015-04-27,3.0,3.98911869443749
2015-04-28,3.0,3.942447655291211
2015-04-29,4.0,3.4815210950113444
2015-04-30,3.0,4.088728818003947
2015-05-01,5.0,3.7762884932822556
2015-05-02,3.0,4.137813640537093
2015-05-03,6.0,3.960254528700655
2015-05-04,6.0,4.311679202265371
2015-05-05,5.0,4.410183282503467
2015-05-06,4.0,5.0615252884560045
2015-05-07,4.0,4.044156796648346
2015-05-08,6.0,4.286502742932336
2015-05-09,4.0,4.873083906798055
2015-05-10,5.0,4.569909161770401
2015-05-11,5.0,4.991171043857637
2015-05-12,5.0,5.052066748710018
2015-05-13,5.0,5.38079169525808
2015-05-14,5.0,4.591572648031645
2015-05-15,6.0,4.652531440589006
2015-05-16,6.0,5.274259903246202
2015-05-17,6.0,4.622350939549427
2015-05-18,5.0,5.850776098462252
2015-05-19,3.0,5.737970781474014
2015-05-20,4.0,3.8914436002434374
2015-05-21,4.0,4.801788878197665
2015-05-22,4.0,4.270213411172779
2015-05-23,3.0,4.288602792665115
2015-05-24,3.0,4.384792265846714
2015-05-25,5.0,3.1678716289177693
2015-05-26,6.0,4.347179298769665
2015-05-27,6.0,4.649052480144931
2015-05-28,4.0,4.934334781092742
2015-05-29,7.0,4.563553194453982
2015-05-30,7.0,5.637158181648504
2015-05-31,5.0,6.087353871427049
2015-06-01,4.0,4.350222935137841
2015-06-02,5.0,4.88503150166833
2015-06-03,6.0,5.147535249822057
2015-06-04,5.0,5.107389682279962
2015-06-05,5.0,5.366286153901948
2015-06-06,6.0,4.583835151595583
2015-06-07,7.0,5.5354772793385765
2015-06-08,8.0,5.827603435711983
2015-06-09,6.0,6.294568104300607
2015-06-10,5.0,5.975161513009083
2015-06-11,5.0,5.398294878640598
2015-06-12,7.0,5.539568357354969
2015-06-13,6.0,5.3322467290766
2015-06-14,6.0,5.228675278931643
2015-06-15,7.0,6.387290638040207
2015-06-16,5.0,6.83589613164101
2015-06-17,6.0,6.253850381785204
2015-06-18,8.0,6.027785677236886
2015-06-19,7.0,6.765567926623833
2015-06-20,6.0,5.679089041570863
2015-06-21,7.0,5.585884288753452
2015-06-22,7.0,6.53050763426052
2015-06-23,6.0,6.234752536121684
2015-06-24,8.0,6.213197887428982
