Tanggal,Actual,Predicted
2015-04-12,30.8,32.225483057075905
2015-04-13,32.2,31.744869238355896
2015-04-14,32.4,32.18178777140209
2015-04-15,33.0,32.26453974663433
2015-04-16,32.8,32.629508667493425
2015-04-17,30.2,32.56326750776253
2015-04-18,31.0,31.398068537983818
2015-04-19,32.2,31.53048321400572
2015-04-20,31.4,31.997072083113586
2015-04-21,32.6,31.78656067946033
2015-04-22,32.0,32.2538233913143
2015-04-23,30.6,32.00437942891888
2015-04-24,30.8,31.33521267611392
2015-04-25,30.2,31.30998637877933
2015-04-26,31.4,30.900770273764806
2015-04-27,29.400000000000002,31.45340348952784
2015-04-28,32.0,30.70650330998824
2015-04-29,31.8,31.560413699447327
2015-04-30,32.2,31.672102164415016
2015-05-01,31.0,31.658314979197122
2015-05-02,30.4,31.2242942473982
2015-05-03,30.8,30.939393292578906
2015-05-04,30.8,31.066452008806994
2015-05-05,30.6,31.120299388739035
2015-05-06,31.4,31.031288669556297
2015-05-07,31.4,31.192390092204448
2015-05-08,31.4,31.327707412725637
2015-05-09,31.8,31.246772751118478
2015-05-10,31.6,31.483309220082855
2015-05-11,31.8,31.42535397521757
2015-05-12,31.6,31.55938855903135
2015-05-13,31.4,31.493664028931597
2015-05-14,30.6,31.412305364267787
2015-05-15,30.4,31.08622559249086
2015-05-16,30.6,30.842681505427056
2015-05-17,30.8,30.864916966300804
2015-05-18,31.2,30.99847222586943
2015-05-19,31.6,31.24868420347132
2015-05-20,31.8,31.38052797834619
2015-05-21,31.8,31.461214077346323
2015-05-22,32.0,31.455472570687835
2015-05-23,32.2,31.59507844823687
2015-05-24,32.4,31.724927280359292
2015-05-25,32.0,31.831828645590218
2015-05-26,32.2,31.812892604884816
2015-05-27,31.2,31.865326842017502
2015-05-28,31.0,31.506896298541893
2015-05-29,30.2,31.322497209764805
2015-05-30,30.6,30.953324776106648
2015-05-31,30.2,31.018866726581003
2015-06-01,31.2,30.855279273241585
2015-06-02,31.6,31.174047041729658
2015-06-03,31.0,31.383842824103624
2015-06-04,30.8,31.12575569121542
2015-06-05,30.8,31.01929204350903
2015-06-06,31.0,30.960439067277292
2015-06-07,30.8,31.06886608766043
2015-06-08,30.6,31.01088904545535
2015-06-09,30.6,30.92212617555405
2015-06-10,30.6,30.85268447192501
2015-06-11,30.4,30.817045328976604
2015-06-12,30.8,30.688228818787753
2015-06-13,30.0,30.842626803645818
2015-06-14,30.2,30.522844078052355
2015-06-15,30.6,30.53077261884136
2015-06-16,30.8,30.701910096109277
2015-06-17,30.6,30.758758694581406
2015-06-18,30.4,30.718075201794182
2015-06-19,31.2,30.58355989786899
2015-06-20,29.400000000000002,30.906898687092042
2015-06-21,29.6,30.25699717978233
2015-06-22,29.6,30.205704460271182
2015-06-23,29.6,30.13964330079644
2015-06-24,31.0,30.081316957339595
2015-06-25,32.4,30.669227525505015
2015-06-26,30.2,31.341283934590745
2015-06-27,30.6,30.56108021006357
2015-06-28,30.2,30.55972186481565
2015-06-29,29.400000000000002,30.411582176986922
2015-06-30,30.0,30.048237930876308
2015-07-01,30.2,30.334307386173236
2015-07-02,30.0,30.356927784434824
2015-07-03,30.6,30.315832866949496
2015-07-04,30.6,30.49145862893074
2015-07-05,30.0,30.498961498313708
2015-07-06,30.0,30.28937989043692
2015-07-07,29.5,30.231540063160207
2015-07-08,29.0,30.006679505125327
2015-07-09,29.0,29.8365320483598
2015-07-10,30.8,29.66680735142869
2015-07-11,32.2,30.332929092529564
2015-07-12,31.0,31.094309399340354
2015-07-13,31.0,30.7001690725061
2015-07-14,29.6,30.785892409639008
2015-07-15,30.4,30.19433093156414
2015-07-16,30.4,30.34950461155659
2015-07-17,30.0,30.4946868645728
2015-07-18,30.2,30.330094945929336
2015-07-19,29.6,30.375588609342014
2015-07-20,30.4,30.076086703690425
2015-07-21,30.6,30.30699163169482
2015-07-22,31.0,30.470647450603565
2015-07-23,30.6,30.73056450874276
2015-07-24,29.8,30.593319432745226
2015-07-25,29.2,30.307566915278123
2015-07-26,30.1,29.90520357915878
2015-07-27,31.0,30.20190893675409
2015-07-28,30.6,30.55625868100203
2015-07-29,30.6,30.493909457617356
2015-07-30,30.2,30.618246312259522
2015-07-31,30.0,30.416023272991794
2015-08-01,29.8,30.277668385127885
2015-08-02,29.6,30.115550161299943
2015-08-03,30.8,30.033350288345883
2015-08-04,31.0,30.54399229938118
2015-08-05,30.0,30.706844143525576
2015-08-06,30.2,30.280083192945842
2015-08-07,30.6,30.304991574502413
2015-08-08,30.8,30.450589914297428
2015-08-09,31.0,30.597808055241927
2015-08-10,30.6,30.83537591066074
2015-08-11,30.6,30.6591563801125
2015-08-12,30.6,30.655858127073213
2015-08-13,31.6,30.562842169669842
2015-08-14,31.4,30.965102403357935
2015-08-15,31.6,31.09426623743895
2015-08-16,29.6,31.19843239666357
2015-08-17,30.8,30.395764994373927
2015-08-18,29.400000000000002,30.745198843741566
2015-08-19,29.8,30.22089423064664
2015-08-20,29.400000000000002,30.254125127810358
2015-08-21,29.8,30.083084941316752
2015-08-22,30.2,30.119090161269554
2015-08-23,30.4,30.383802621859882
2015-08-24,30.2,30.41269822971757
2015-08-25,29.8,30.311676922652225
2015-08-26,30.4,30.124938748237774
2015-08-27,31.6,30.382385969614724
2015-08-28,31.4,30.899326056355527
2015-08-29,30.4,31.0130393326788
2015-08-30,30.8,30.528181638597392
2015-08-31,29.2,30.675065719871434
2015-09-01,29.0,30.001207919390215
2015-09-02,30.2,29.821185918646382
2015-09-03,30.2,30.327732203584226
2015-09-04,30.8,30.316560073021474
2015-09-05,31.2,30.613729721520986
2015-09-06,32.2,30.803732243626065
2015-09-07,31.6,31.250164016902072
2015-09-08,31.4,31.116088703977606
2015-09-09,31.4,31.045537076155348
2015-09-10,32.4,31.12595515654497
2015-09-11,32.2,31.6561458530659
2015-09-12,30.2,31.682232631752377
2015-09-13,30.4,30.842683933826343
2015-09-14,31.0,30.777334593451464
2015-09-15,31.0,30.93340414596196
2015-09-16,32.8,31.097556588593314
2015-09-17,33.2,31.829089714043835
2015-09-18,33.2,32.18909411264998
2015-09-19,32.2,32.274372902664375
2015-09-20,32.6,31.875564167726804
2015-09-21,32.2,31.981901495484937
2015-09-22,31.8,31.966254948764156
2015-09-23,31.6,31.817744777287277
2015-09-24,32.0,31.73950391284173
2015-09-25,31.8,31.956119034629864
2015-09-26,32.2,31.859605853183716
2015-09-27,32.6,31.954195324130854
2015-09-28,32.6,32.11550500630553
2015-09-29,31.2,32.175488169985194
2015-09-30,33.2,31.723528683796324
2015-10-01,34.2,32.39061686859568
2015-10-02,29.2,32.93524271132914
2015-10-03,34.2,30.982465298152512
2015-10-04,32.8,32.758047429235184
2015-10-05,33.6,32.43743734078479
2015-10-06,32.0,32.827602665405074
2015-10-07,31.8,32.33852017004874
2015-10-08,32.8,31.99995181989243
2015-10-09,33.6,32.46154878076916
2015-10-10,33.800000000000004,32.814430069506884
2015-10-11,34.0,33.0303147378115
2015-10-12,34.2,33.2132592188374
2015-10-13,32.0,33.31105242786636
2015-10-14,32.0,32.3625732020044
2015-10-15,32.8,32.44130595158161
2015-10-16,33.7,32.55638164583879
2015-10-17,33.85,33.172451746414254
2015-10-18,34.0,33.27013664132377
2015-10-19,33.7,33.304423354553784
2015-10-20,33.6,33.37987764329091
2015-10-21,34.0,33.13008733358386
2015-10-22,34.2,33.26523620227424
